,Cell,Gene,Kruskal,FCCorr,ProfCorr,CellCorr,Ratio,Total
6187,cd8_Tcells,ATP5MF,1,1,1,1,1,5
6188,endothelial,ATP5MF,1,1,1,1,1,5
6189,stromal,ATP5MF,1,1,1,1,1,5
6190,gi_epithelial,CST3,0,0,1,1,0,2
6191,endothelial,CST3,0,1,1,1,0,3
6192,stromal,CST3,0,1,1,1,1,4
6193,fibroblasts,FBN2,1,0,0,0,0,1
6194,gi_epithelial,FBN2,1,0,1,1,0,3
6195,stromal,FBN2,1,1,0,1,1,4
6196,gi_epithelial,AKR1C2,0,1,1,1,0,3
6197,endothelial,AKR1C2,0,1,0,0,1,2
6198,stromal,AKR1C2,0,1,0,0,1,2
6199,fibroblasts,FADS2,1,0,1,0,0,2
6200,endothelial,FADS2,1,0,1,0,0,2
6201,stromal,FADS2,1,1,1,1,1,5
6202,fibroblasts,F2RL2,1,0,0,0,0,1
6203,gi_epithelial,F2RL2,1,0,0,0,0,1
6204,stromal,F2RL2,1,1,0,1,0,3
6205,gi_epithelial,CRISPLD1,1,1,1,1,1,5
6206,endothelial,CRISPLD1,1,1,0,0,0,2
6207,stromal,CRISPLD1,1,1,1,0,1,4
6208,cd8_Tcells,CDKN1B,1,1,1,0,0,3
6209,endothelial,CDKN1B,1,1,1,0,0,3
6210,stromal,CDKN1B,1,1,1,0,0,3
6211,endothelial,SLC16A3,1,1,1,1,0,4
6212,monocytes_macs_DCs,SLC16A3,1,0,1,0,0,2
6213,stromal,SLC16A3,1,1,1,1,1,5
6214,gi_epithelial,AKR1B10,1,0,1,0,0,2
6215,endothelial,AKR1B10,1,1,1,1,1,5
6216,stromal,AKR1B10,1,1,1,1,1,5
6217,gi_epithelial,AKR1C1,1,0,1,1,0,3
6218,endothelial,AKR1C1,1,1,0,1,1,4
6219,stromal,AKR1C1,1,1,0,1,1,4
6220,fibroblasts,EPB41L2,1,0,0,0,0,1
6221,gi_epithelial,EPB41L2,1,0,1,0,0,2
6222,monocytes_macs_DCs,EPB41L2,1,0,1,1,0,3
6223,gi_epithelial,ELOVL5,1,0,1,1,0,3
6224,endothelial,ELOVL5,1,1,1,1,0,4
6225,stromal,ELOVL5,1,1,1,1,0,4
6226,gi_epithelial,CPVL,1,0,1,1,1,4
6227,endothelial,CPVL,1,1,0,1,1,4
6228,stromal,CPVL,1,1,0,1,1,4
6229,fibroblasts,EML1,1,0,1,0,0,2
6230,gi_epithelial,EML1,1,1,1,1,0,4
6231,endothelial,EML1,1,1,0,0,0,2
6232,neuroendocrine,PCDHGB6,1,1,0,0,0,2
6233,endothelial,PCDHGB6,1,1,0,0,0,2
6234,stromal,PCDHGB6,1,1,0,0,0,2
6235,fibroblasts,PROS1,1,0,0,0,0,1
6236,gi_epithelial,PROS1,1,0,1,1,0,3
6237,stromal,PROS1,1,1,0,1,1,4
6238,gi_epithelial,CPS1,1,0,1,0,0,2
6239,neuroendocrine,CPS1,1,1,1,1,1,5
6240,stromal,CPS1,1,1,0,1,1,4
6241,gi_epithelial,CPQ,0,0,1,1,0,2
6242,cd8_Tcells,CPQ,0,0,1,1,1,3
6243,stromal,CPQ,0,0,1,1,1,3
6244,gi_epithelial,STARD9,1,0,1,0,0,2
6245,endothelial,STARD9,1,1,0,0,0,2
6246,stromal,STARD9,1,1,1,0,0,3
6247,fibroblasts,PRIMA1,1,1,0,0,1,3
6248,gi_epithelial,PRIMA1,1,1,1,0,1,4
6249,stromal,PRIMA1,1,1,0,0,1,3
6250,fibroblasts,FAM180A,1,0,1,0,0,2
6251,gi_epithelial,FAM180A,1,0,1,1,1,4
6252,stromal,FAM180A,1,1,1,1,1,5
6253,gi_epithelial,CRNN,1,0,1,1,1,4
6254,endothelial,CRNN,1,1,1,1,1,5
6255,stromal,CRNN,1,1,1,1,1,5
6256,gi_epithelial,DUSP19,0,0,1,0,0,1
6257,endothelial,DUSP19,0,1,0,0,0,1
6258,stromal,DUSP19,0,1,1,0,0,2
6259,fibroblasts,FBLN1,1,0,1,0,0,2
6260,gi_epithelial,FBLN1,1,0,1,1,1,4
6261,stromal,FBLN1,1,1,1,1,1,5
6262,neuroendocrine,PINK1,0,0,0,1,0,1
6263,endothelial,PINK1,0,1,0,0,0,1
6264,stromal,PINK1,0,1,0,0,1,2
6265,gi_epithelial,SOCS3,0,0,1,1,0,2
6266,endothelial,SOCS3,0,0,1,0,0,1
6267,stromal,SOCS3,0,1,1,1,1,4
6268,fibroblasts,FAT3,0,1,0,0,0,1
6269,gi_epithelial,FAT3,0,0,1,1,0,2
6270,stromal,FAT3,0,1,0,0,0,1
6271,gi_epithelial,AHNAK2,1,0,1,1,0,3
6272,endothelial,AHNAK2,1,1,0,1,0,3
6273,stromal,AHNAK2,1,1,0,0,1,3
6274,gi_epithelial,PIAS1,1,1,1,0,0,3
6275,endothelial,PIAS1,1,1,0,1,0,3
6276,stromal,PIAS1,1,1,0,1,0,3
6277,gi_epithelial,AIF1,1,0,1,1,1,4
6278,mast_cells,AIF1,1,0,0,0,1,2
6279,cd8_Tcells,AIF1,1,0,1,1,1,4
6280,gi_epithelial,AIF1L,1,0,1,1,1,4
6281,endothelial,AIF1L,1,1,1,0,1,4
6282,stromal,AIF1L,1,1,1,0,1,4
6283,gi_epithelial,ELOVL7,0,0,1,1,0,2
6284,endothelial,ELOVL7,0,0,1,0,0,1
6285,stromal,ELOVL7,0,1,1,1,1,4
6286,gi_epithelial,SASH1,1,1,1,1,1,5
6287,endothelial,SASH1,1,1,1,0,0,3
6288,monocytes_macs_DCs,SASH1,1,1,0,0,0,2
6289,gi_epithelial,AJAP1,1,0,0,0,1,2
6290,endothelial,AJAP1,1,1,1,0,0,3
6291,stromal,AJAP1,1,1,0,1,1,4
6292,gi_epithelial,AK4,1,0,1,0,0,2
6293,endothelial,AK4,1,1,0,1,1,4
6294,stromal,AK4,1,1,0,0,1,3
6295,fibroblasts,TMSB4X,0,1,1,1,0,3
6296,gi_epithelial,TMSB4X,0,1,1,0,0,2
6297,neuroendocrine,TMSB4X,0,0,0,1,0,1
6298,NK_cells,P2RY8,1,0,1,0,0,2
6299,endothelial,P2RY8,1,1,0,1,0,3
6300,stromal,P2RY8,1,1,0,0,0,2
6301,gi_epithelial,PLS3,1,1,1,1,0,4
6302,neuroendocrine,PLS3,1,1,0,0,0,2
6303,stromal,PLS3,1,0,1,1,1,4
6304,fibroblasts,SHANK2,1,1,0,1,0,3
6305,gi_epithelial,SHANK2,1,0,1,0,0,2
6306,stromal,SHANK2,1,1,0,1,0,3
6307,gi_epithelial,INF2,1,0,1,0,0,2
6308,monocytes_macs_DCs,INF2,1,1,1,1,0,4
6309,stromal,INF2,1,1,1,1,1,5
6310,gi_epithelial,TMEM220,0,0,1,0,0,1
6311,endothelial,TMEM220,0,1,0,1,0,2
6312,stromal,TMEM220,0,1,0,1,1,3
6313,myofibroblasts,EGFL6,1,0,1,0,0,2
6314,gi_epithelial,EGFL6,1,0,1,0,1,3
6315,stromal,EGFL6,1,0,1,1,1,4
6316,gi_epithelial,LGMN,1,1,1,1,0,4
6317,endothelial,LGMN,1,1,1,1,0,4
6318,stromal,LGMN,1,1,1,1,1,5
6319,gi_epithelial,TIMMDC1,1,0,1,0,0,2
6320,cd8_Tcells,TIMMDC1,1,1,1,1,1,5
6321,monocytes_macs_DCs,TIMMDC1,1,1,1,1,0,4
6322,B_cells,UBE2Z,1,1,1,1,0,4
6323,gi_epithelial,UBE2Z,1,1,1,1,0,4
6324,endothelial,UBE2Z,1,1,1,1,0,4
6325,gi_epithelial,PRR15,1,0,1,0,0,2
6326,neuroendocrine,PRR15,1,0,1,1,0,3
6327,endothelial,PRR15,1,1,0,0,1,3
6328,gi_epithelial,RPL34,0,0,1,0,0,1
6329,cd8_Tcells,RPL34,0,0,1,1,0,2
6330,endothelial,RPL34,0,0,1,1,0,2
6331,gi_epithelial,TSHZ2,1,0,1,1,0,3
6332,endothelial,TSHZ2,1,0,1,0,0,2
6333,stromal,TSHZ2,1,1,1,1,0,4
6334,gi_epithelial,FUCA1,1,0,1,0,0,2
6335,cd8_Tcells,FUCA1,1,0,1,1,1,4
6336,monocytes_macs_DCs,FUCA1,1,0,1,1,0,3
6337,gi_epithelial,FUOM,1,0,1,0,0,2
6338,neuroendocrine,FUOM,1,0,1,1,0,3
6339,stromal,FUOM,1,1,1,1,1,5
6340,gi_epithelial,TIMP2,1,1,1,0,0,3
6341,monocytes_macs_DCs,TIMP2,1,1,0,0,0,2
6342,stromal,TIMP2,1,0,1,0,1,3
6343,B_cells,CYP3A5,1,1,0,1,1,4
6344,naive_T_cells,CYP3A5,1,1,0,1,1,4
6345,gi_epithelial,CYP3A5,1,0,1,0,0,2
6346,gi_epithelial,ZBTB8A,0,0,1,1,0,2
6347,endothelial,ZBTB8A,0,1,0,1,0,2
6348,stromal,ZBTB8A,0,1,1,1,0,3
6349,gi_epithelial,JAG2,1,1,1,1,1,5
6350,endothelial,JAG2,1,0,1,0,0,2
6351,stromal,JAG2,1,1,1,1,1,5
6352,B_cells,TSPAN8,1,1,1,1,1,5
6353,endothelial,TSPAN8,1,1,1,1,1,5
6354,stromal,TSPAN8,1,1,1,1,1,5
6355,gi_epithelial,RPL31P47,0,1,1,1,0,3
6356,endothelial,RPL31P47,0,1,1,0,0,2
6357,stromal,RPL31P47,0,1,1,1,0,3
6358,B_cells,TRNP1,1,0,0,1,1,3
6359,myofibroblasts,TRNP1,1,0,0,0,1,2
6360,gi_epithelial,TRNP1,1,0,1,0,0,2
6361,gi_epithelial,FXYD5,1,0,1,0,0,2
6362,neuroendocrine,FXYD5,1,1,0,1,0,3
6363,endothelial,FXYD5,1,1,1,1,0,4
6364,gi_epithelial,FZD10,1,1,1,1,1,5
6365,endothelial,FZD10,1,1,1,1,1,5
6366,stromal,FZD10,1,1,0,0,1,3
6367,B_cells,CTTN,0,1,0,0,1,2
6368,gi_epithelial,CTTN,0,0,1,0,0,1
6369,monocytes_macs_DCs,CTTN,0,1,0,1,1,3
6370,B_cells,UQCRC1,1,1,0,1,1,4
6371,gi_epithelial,UQCRC1,1,0,1,0,0,2
6372,cd8_Tcells,UQCRC1,1,1,1,1,1,5
6373,gi_epithelial,FSCN1,1,0,1,0,0,2
6374,endothelial,FSCN1,1,0,0,0,0,1
6375,stromal,FSCN1,1,1,0,1,1,4
6376,B_cells,WNT5B,0,0,0,1,0,1
6377,gi_epithelial,WNT5B,0,0,1,0,0,1
6378,endothelial,WNT5B,0,0,0,0,1,1
6379,gi_epithelial,FOXP3,1,0,0,1,1,3
6380,cd4_Tcells,FOXP3,1,0,1,0,0,2
6381,cd8_Tcells,FOXP3,1,0,1,1,1,4
6382,B_cells,ZDHHC12,1,1,0,0,1,3
6383,cd8_Tcells,ZDHHC12,1,1,1,1,1,5
6384,monocytes_macs_DCs,ZDHHC12,1,0,1,1,0,3
6385,B_cells,YWHAZ,1,0,1,1,0,3
6386,gi_epithelial,YWHAZ,1,1,1,1,0,4
6387,neuroendocrine,YWHAZ,1,1,1,0,0,3
6388,gi_epithelial,TIFA,1,1,1,1,0,4
6389,neuroendocrine,TIFA,1,1,0,0,0,2
6390,endothelial,TIFA,1,0,1,0,0,2
6391,gi_epithelial,ITPRIP,1,0,1,1,1,4
6392,endothelial,ITPRIP,1,1,1,0,0,3
6393,stromal,ITPRIP,1,1,1,0,1,4
6394,gi_epithelial,TNK2,1,0,1,0,0,2
6395,endothelial,TNK2,1,1,1,1,0,4
6396,stromal,TNK2,1,1,1,1,1,5
6397,B_cells,YIPF3,1,1,1,1,0,4
6398,myofibroblasts,YIPF3,1,1,1,1,0,4
6399,gi_epithelial,YIPF3,1,0,1,0,0,2
6400,B_cells,WIPI1,0,0,1,0,0,1
6401,endothelial,WIPI1,0,1,0,0,0,1
6402,stromal,WIPI1,0,1,0,0,0,1
6403,B_cells,UQCRQ,1,0,0,0,0,1
6404,endothelial,UQCRQ,1,1,0,1,1,4
6405,stromal,UQCRQ,1,1,0,1,1,4
6406,B_cells,WFS1,1,1,0,1,0,3
6407,gi_epithelial,WFS1,1,1,1,1,0,4
6408,stromal,WFS1,1,1,1,1,1,5
6409,B_cells,CPT1A,1,1,1,1,0,4
6410,myofibroblasts,CPT1A,1,0,0,0,0,1
6411,neuroendocrine,CPT1A,1,1,1,1,0,4
6412,B_cells,VOPP1,1,0,1,1,0,3
6413,gi_epithelial,VOPP1,1,0,1,1,0,3
6414,stromal,VOPP1,1,0,1,1,0,3
6415,B_cells,CRELD2,1,0,1,0,0,2
6416,gi_epithelial,CRELD2,1,1,1,1,0,4
6417,neuroendocrine,CRELD2,1,0,1,1,0,3
6418,B_cells,VEGFA,1,1,1,1,1,5
6419,fibroblasts,VEGFA,1,1,1,1,0,4
6420,stromal,VEGFA,1,1,1,1,1,5
6421,gi_epithelial,RASAL3,1,0,0,1,1,3
6422,endothelial,RASAL3,1,1,0,1,0,3
6423,stromal,RASAL3,1,1,0,1,0,3
6424,gi_epithelial,IVNS1ABP,0,0,1,0,0,1
6425,endothelial,IVNS1ABP,0,0,0,0,0,0
6426,monocytes_macs_DCs,IVNS1ABP,0,0,1,1,0,2
6427,B_cells,TPST2,1,0,0,0,0,1
6428,gi_epithelial,TPST2,1,0,1,0,0,2
6429,endothelial,TPST2,1,0,1,0,0,2
6430,B_cells,DAP,1,1,1,1,0,4
6431,myofibroblasts,DAP,1,0,0,1,0,2
6432,gi_epithelial,DAP,1,0,1,0,0,2
6433,B_cells,TOX3,1,1,1,1,1,5
6434,gi_epithelial,TOX3,1,0,1,0,0,2
6435,squamous_epithelial,TOX3,1,1,0,0,0,2
6436,B_cells,SRPRA,0,0,1,1,0,2
6437,gi_epithelial,SRPRA,0,0,1,0,0,1
6438,neuroendocrine,SRPRA,0,0,0,1,0,1
6439,gi_epithelial,PRXL2B,1,0,1,0,0,2
6440,squamous_epithelial,PRXL2B,1,0,0,0,0,1
6441,monocytes_macs_DCs,PRXL2B,1,0,1,1,0,3
6442,gi_epithelial,PSEN2,0,1,1,0,0,2
6443,neuroendocrine,PSEN2,0,0,0,0,0,0
6444,monocytes_macs_DCs,PSEN2,0,1,1,1,0,3
6445,B_cells,STK17A,0,1,1,0,0,2
6446,myofibroblasts,STK17A,0,0,1,0,0,1
6447,cd8_Tcells,STK17A,0,1,1,0,0,2
6448,gi_epithelial,LAPTM5,1,1,1,1,1,5
6449,endothelial,LAPTM5,1,1,1,1,1,5
6450,stromal,LAPTM5,1,1,1,1,1,5
6451,B_cells,SSR3,1,0,1,0,0,2
6452,gi_epithelial,SSR3,1,0,1,1,0,3
6453,monocytes_macs_DCs,SSR3,1,1,1,1,0,4
6454,B_cells,SSR2,0,1,0,0,0,1
6455,myofibroblasts,SSR2,0,0,1,1,0,2
6456,gi_epithelial,SSR2,0,0,1,0,0,1
6457,gi_epithelial,LAMP3,1,0,1,1,0,3
6458,endothelial,LAMP3,1,1,1,1,0,4
6459,stromal,LAMP3,1,1,1,1,1,5
6460,gi_epithelial,LAMB1,1,0,1,1,0,3
6461,endothelial,LAMB1,1,0,0,1,0,2
6462,stromal,LAMB1,1,0,0,1,1,3
6463,B_cells,SUSD6,1,0,1,1,1,4
6464,fibroblasts,SUSD6,1,1,1,0,0,3
6465,stromal,SUSD6,1,1,1,1,1,5
6466,gi_epithelial,GCA,0,0,0,0,0,0
6467,endothelial,GCA,0,0,0,0,0,0
6468,monocytes_macs_DCs,GCA,0,0,0,1,0,1
6469,B_cells,SPINK5,1,1,1,1,1,5
6470,mast_cells,SPINK5,1,1,1,1,1,5
6471,stromal,SPINK5,1,1,1,0,1,4
6472,gi_epithelial,JMJD1C,0,0,1,1,0,2
6473,cd8_Tcells,JMJD1C,0,1,1,0,0,2
6474,monocytes_macs_DCs,JMJD1C,0,1,1,0,0,2
6475,gi_epithelial,LAIR2,1,0,1,1,0,3
6476,cd4_Tcells,LAIR2,1,0,1,0,0,2
6477,cd8_Tcells,LAIR2,1,1,1,1,0,4
6478,B_cells,SOX9,1,1,1,1,1,5
6479,endothelial,SOX9,1,1,1,1,1,5
6480,stromal,SOX9,1,1,1,1,1,5
6481,gi_epithelial,JMJD6,1,0,1,0,0,2
6482,cd4_Tcells,JMJD6,1,1,0,1,0,3
6483,cd8_Tcells,JMJD6,1,1,0,1,0,3
6484,B_cells,SNRPC,1,0,1,1,0,3
6485,cd8_Tcells,SNRPC,1,0,1,1,0,3
6486,monocytes_macs_DCs,SNRPC,1,0,1,1,0,3
6487,gi_epithelial,XPO6,1,0,1,0,0,2
6488,squamous_epithelial,XPO6,1,0,1,1,0,3
6489,endothelial,XPO6,1,0,1,1,0,3
6490,gi_epithelial,HOXD9,1,1,1,1,1,5
6491,endothelial,HOXD9,1,0,1,0,0,2
6492,stromal,HOXD9,1,1,1,1,1,5
6493,gi_epithelial,HRH2,1,1,1,1,1,5
6494,neuroendocrine,HRH2,1,1,1,1,0,4
6495,stromal,HRH2,1,0,1,1,1,4
6496,B_cells,TMC5,1,1,1,1,1,5
6497,gi_epithelial,TMC5,1,0,1,0,0,2
6498,neuroendocrine,TMC5,1,0,1,1,0,3
6499,B_cells,TNFAIP2,1,0,1,1,1,4
6500,gi_epithelial,TNFAIP2,1,0,1,1,0,3
6501,endothelial,TNFAIP2,1,0,1,0,0,2
6502,gi_epithelial,TIPARP,0,0,1,1,0,2
6503,cd8_Tcells,TIPARP,0,0,0,0,0,0
6504,stromal,TIPARP,0,0,1,1,0,2
6505,B_cells,TMPRSS2,0,1,1,0,1,3
6506,gi_epithelial,TMPRSS2,0,1,1,0,0,2
6507,monocytes_macs_DCs,TMPRSS2,0,1,0,0,1,2
6508,gi_epithelial,YWHAG,1,0,1,1,0,3
6509,endothelial,YWHAG,1,1,1,1,0,4
6510,stromal,YWHAG,1,1,1,1,1,5
6511,B_cells,TMEM184B,0,0,1,1,0,2
6512,gi_epithelial,TMEM184B,0,0,1,0,0,1
6513,endothelial,TMEM184B,0,0,0,1,0,1
6514,B_cells,TMEM167A,1,0,1,0,0,2
6515,gi_epithelial,TMEM167A,1,0,1,0,0,2
6516,stromal,TMEM167A,1,0,0,1,1,3
6517,B_cells,DEPTOR,1,1,1,0,1,4
6518,gi_epithelial,DEPTOR,1,1,1,1,0,4
6519,endothelial,DEPTOR,1,0,0,0,0,1
6520,B_cells,DERL1,1,0,1,0,0,2
6521,fibroblasts,DERL1,1,0,1,1,0,3
6522,gi_epithelial,DERL1,1,1,1,1,0,4
6523,gi_epithelial,PRX,1,1,1,1,0,4
6524,endothelial,PRX,1,1,1,1,0,4
6525,stromal,PRX,1,1,1,1,1,5
6526,B_cells,TIMM8B,0,1,1,1,0,3
6527,myofibroblasts,TIMM8B,0,1,1,1,0,3
6528,cd8_Tcells,TIMM8B,0,1,0,1,1,3
6529,B_cells,THBS1,0,0,1,1,1,3
6530,neuroendocrine,THBS1,0,0,1,1,1,3
6531,endothelial,THBS1,0,0,1,1,0,2
6532,gi_epithelial,HPGD,1,0,1,0,0,2
6533,cd4_Tcells,HPGD,1,0,0,0,1,2
6534,endothelial,HPGD,1,0,1,0,1,3
6535,gi_epithelial,GAS2L1,1,0,1,1,0,3
6536,endothelial,GAS2L1,1,0,1,0,0,2
6537,stromal,GAS2L1,1,1,1,1,1,5
6538,B_cells,TCIM,1,1,1,1,1,5
6539,gi_epithelial,TCIM,1,0,1,0,0,2
6540,neuroendocrine,TCIM,1,1,1,1,0,4
6541,gi_epithelial,GASK1B,1,1,1,0,1,4
6542,neuroendocrine,GASK1B,1,1,0,1,1,4
6543,endothelial,GASK1B,1,0,0,0,0,1
6544,gi_epithelial,XXYLT1,1,0,1,1,0,3
6545,endothelial,XXYLT1,1,1,0,0,0,2
6546,stromal,XXYLT1,1,1,1,1,1,5
6547,B_cells,COX14,0,0,0,0,0,0
6548,gi_epithelial,COX14,0,0,1,0,0,1
6549,monocytes_macs_DCs,COX14,0,0,0,0,0,0
6550,B_cells,COPZ1,1,1,1,1,0,4
6551,gi_epithelial,COPZ1,1,0,1,0,0,2
6552,cd8_Tcells,COPZ1,1,1,1,1,1,5
6553,gi_epithelial,FOXO3,0,0,1,1,0,2
6554,endothelial,FOXO3,0,1,1,1,0,3
6555,stromal,FOXO3,0,1,1,1,1,4
6556,myofibroblasts,CKB,1,1,0,1,1,4
6557,fibroblasts,CKB,1,0,0,1,1,3
6558,stromal,CKB,1,1,1,1,1,5
6559,myofibroblasts,COL3A1,1,0,0,1,0,2
6560,gi_epithelial,COL3A1,1,1,1,1,1,5
6561,cd8_Tcells,COL3A1,1,1,1,1,1,5
6562,myofibroblasts,COL1A2,1,1,0,1,0,3
6563,gi_epithelial,COL1A2,1,1,1,1,1,5
6564,stromal,COL1A2,1,0,1,1,1,4
6565,myofibroblasts,COL1A1,1,0,0,1,0,2
6566,gi_epithelial,COL1A1,1,0,1,0,1,3
6567,squamous_epithelial,COL1A1,1,0,1,1,1,4
6568,myofibroblasts,COL18A1,1,0,1,0,0,2
6569,endothelial,COL18A1,1,1,1,1,0,4
6570,stromal,COL18A1,1,1,0,1,1,4
6571,myofibroblasts,CNTN4,0,1,0,0,0,1
6572,gi_epithelial,CNTN4,0,0,1,0,1,2
6573,neuroendocrine,CNTN4,0,1,0,1,0,2
6574,B_cells,CEP97,0,1,1,0,0,2
6575,endothelial,CEP97,0,1,0,0,0,1
6576,stromal,CEP97,0,1,0,0,0,1
6577,B_cells,CERS6,1,1,1,1,1,5
6578,gi_epithelial,CERS6,1,0,1,0,0,2
6579,cd8_Tcells,CERS6,1,1,1,1,1,5
6580,myofibroblasts,CHPF2,1,1,0,0,0,2
6581,endothelial,CHPF2,1,1,0,1,0,3
6582,stromal,CHPF2,1,1,1,1,1,5
6583,gi_epithelial,RPS26P43,1,1,0,0,0,2
6584,endothelial,RPS26P43,1,1,0,0,0,2
6585,stromal,RPS26P43,1,1,1,0,0,3
6586,myofibroblasts,CH25H,1,1,1,0,0,3
6587,gi_epithelial,CH25H,1,0,1,0,1,3
6588,stromal,CH25H,1,1,0,1,1,4
6589,myofibroblasts,CEP70,1,1,0,0,0,2
6590,gi_epithelial,CEP70,1,0,1,1,0,3
6591,stromal,CEP70,1,1,0,0,1,3
6592,gi_epithelial,HYAL1,1,0,1,1,0,3
6593,endothelial,HYAL1,1,0,0,0,0,1
6594,stromal,HYAL1,1,1,0,1,1,4
6595,gi_epithelial,ITGA5,1,0,1,1,1,4
6596,endothelial,ITGA5,1,0,1,0,0,2
6597,stromal,ITGA5,1,1,1,1,1,5
6598,gi_epithelial,LPAR6,1,1,1,1,0,4
6599,cd8_Tcells,LPAR6,1,1,1,1,1,5
6600,stromal,LPAR6,1,0,1,1,1,4
6601,myofibroblasts,CD248,1,0,0,0,0,1
6602,gi_epithelial,CD248,1,1,1,1,1,5
6603,stromal,CD248,1,1,1,1,1,5
6604,myofibroblasts,CCR10,1,1,1,1,0,4
6605,gi_epithelial,CCR10,1,0,1,1,1,4
6606,stromal,CCR10,1,1,1,1,1,5
6607,myofibroblasts,COL9A1,0,0,0,0,0,0
6608,fibroblasts,COL9A1,0,1,0,1,0,2
6609,stromal,COL9A1,0,1,0,1,1,3
6610,gi_epithelial,FEN1,1,0,1,0,0,2
6611,cd8_Tcells,FEN1,1,1,0,1,0,3
6612,stromal,FEN1,1,1,0,1,1,4
6613,myofibroblasts,CCL21,1,1,1,1,0,4
6614,endothelial,CCL21,1,0,1,0,0,2
6615,stromal,CCL21,1,1,1,1,1,5
6616,gi_epithelial,LRRC1,0,0,1,1,0,2
6617,endothelial,LRRC1,0,0,0,0,0,0
6618,stromal,LRRC1,0,1,0,1,1,3
6619,myofibroblasts,ECRG4,0,0,1,0,0,1
6620,gi_epithelial,ECRG4,0,0,0,1,1,2
6621,stromal,ECRG4,0,1,1,1,1,4
6622,B_cells,CCDC88C,1,1,0,0,0,2
6623,gi_epithelial,CCDC88C,1,0,1,0,0,2
6624,neuroendocrine,CCDC88C,1,1,1,1,0,4
6625,myofibroblasts,DNAJC15,1,0,1,1,0,3
6626,fibroblasts,DNAJC15,1,0,1,1,0,3
6627,cd8_Tcells,DNAJC15,1,0,1,1,1,4
6628,gi_epithelial,ZNF267,1,0,1,1,0,3
6629,endothelial,ZNF267,1,1,1,1,0,4
6630,stromal,ZNF267,1,1,1,1,0,4
6631,gi_epithelial,LRRC17,1,1,1,0,0,3
6632,endothelial,LRRC17,1,1,1,0,1,4
6633,stromal,LRRC17,1,0,1,1,1,4
6634,gi_epithelial,FCER1G,1,0,1,1,1,4
6635,cd8_Tcells,FCER1G,1,0,0,1,1,3
6636,endothelial,FCER1G,1,0,1,1,1,4
6637,B_cells,CD27,1,0,0,0,0,1
6638,cd4_Tcells,CD27,1,1,1,1,0,4
6639,cd8_Tcells,CD27,1,0,1,0,0,2
6640,B_cells,CD38,1,0,1,0,0,2
6641,mast_cells,CD38,1,1,1,1,0,4
6642,cd8_Tcells,CD38,1,0,1,1,0,3
6643,myofibroblasts,CRABP2,1,1,1,1,1,5
6644,gi_epithelial,CRABP2,1,0,1,1,0,3
6645,stromal,CRABP2,1,1,1,1,1,5
6646,myofibroblasts,CYP4X1,0,1,0,1,0,2
6647,gi_epithelial,CYP4X1,0,0,1,0,0,1
6648,endothelial,CYP4X1,0,1,0,1,1,3
6649,gi_epithelial,HYOU1,1,0,1,1,0,3
6650,endothelial,HYOU1,1,1,0,1,0,3
6651,stromal,HYOU1,1,1,1,1,0,4
6652,myofibroblasts,CTSK,1,0,1,1,1,4
6653,fibroblasts,CTSK,1,0,1,0,0,2
6654,stromal,CTSK,1,0,1,1,1,4
6655,myofibroblasts,CTH,0,0,0,1,0,1
6656,gi_epithelial,CTH,0,0,1,0,0,1
6657,cd8_Tcells,CTH,0,0,0,1,0,1
6658,B_cells,CD9,1,0,1,1,1,4
6659,fibroblasts,CD9,1,0,1,1,0,3
6660,gi_epithelial,CD9,1,0,1,1,0,3
6661,B_cells,CDC6,1,1,1,1,0,4
6662,gi_epithelial,CDC6,1,0,1,0,0,2
6663,cd8_Tcells,CDC6,1,1,1,1,0,4
6664,B_cells,CDK14,0,0,0,0,0,0
6665,myofibroblasts,CDK14,0,1,0,1,0,2
6666,gi_epithelial,CDK14,0,0,1,0,0,1
6667,myofibroblasts,CCN1,0,0,1,1,0,2
6668,endothelial,CCN1,0,1,1,1,0,3
6669,stromal,CCN1,0,1,1,1,1,4
6670,gi_epithelial,RPS14P4,1,0,1,1,0,3
6671,endothelial,RPS14P4,1,1,1,1,0,4
6672,stromal,RPS14P4,1,1,0,1,0,3
6673,gi_epithelial,TIAM1,1,0,1,1,1,4
6674,endothelial,TIAM1,1,1,1,1,0,4
6675,stromal,TIAM1,1,1,1,0,0,3
6676,B_cells,COBLL1,0,0,1,0,0,1
6677,gi_epithelial,COBLL1,0,0,1,1,0,2
6678,endothelial,COBLL1,0,0,1,0,0,1
6679,myofibroblasts,ANTXR1,1,0,1,1,0,3
6680,fibroblasts,ANTXR1,1,0,1,0,0,2
6681,gi_epithelial,ANTXR1,1,0,1,1,1,4
6682,B_cells,CLPP,0,0,1,0,0,1
6683,endothelial,CLPP,0,0,0,1,0,1
6684,monocytes_macs_DCs,CLPP,0,0,1,1,0,2
6685,myofibroblasts,ANKRD30BL,1,1,0,0,0,2
6686,gi_epithelial,ANKRD30BL,1,0,1,0,0,2
6687,stromal,ANKRD30BL,1,1,0,1,1,4
6688,myofibroblasts,ANGPTL1,0,1,1,1,0,3
6689,fibroblasts,ANGPTL1,0,0,1,0,0,1
6690,stromal,ANGPTL1,0,1,1,1,1,4
6691,gi_epithelial,RB1,1,0,1,1,0,3
6692,endothelial,RB1,1,1,0,0,0,2
6693,stromal,RB1,1,1,0,0,0,2
6694,myofibroblasts,ANGPT2,1,1,1,1,0,4
